Volcano name,Volcano number,Volcano country,Volcano region,Volcano type,Latitude,Longitude,Summit elevation,VEI,Start date,Currently erupting (Y/N),Eruption status
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1962,0,Confirmed
Gedamsa,221230,Ethiopia,Africa (northeastern) and Red Sea,Caldera,8.357°N,39.188°E,1873,,,0,
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1957,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1956,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,,1955,0,Uncertain
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1948,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1947,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,1,1909,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1899,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1891,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,,1889,0,Uncertain
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1888,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1887,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1886,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,,1885,0,Uncertain
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1870,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1866,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,3,1853,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1852,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1848,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1847,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1845,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1843,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,3,1840,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,,1839,0,Uncertain
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,3,1832,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,2,1761,0,Confirmed
Gede-Pangrango,263060,Indonesia,Java,Stratovolcano(es),6.786°S,106.983°E,3026,3,1747,0,Confirmed
Genovesa,353081,Ecuador,Galapagos Islands,Shield,0.32°N,89.958°W,64,,,0,
Ghegham Volcanic Ridge,214070,Armenia,Western Asia,Volcanic field,40.283°N,45°E,3597,0,-1900,0,Confirmed
Giggenbach,242022,New Zealand,Kermadec Islands,Submarine,30.036°S,178.712°W,-65,,,0,
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,2,1700,0,Confirmed
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,,1300,0,Uncertain
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,3,900,0,Confirmed
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,4,200,0,Confirmed
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,,-850,0,Confirmed
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,,-3150,0,Confirmed
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,,-3550,0,Confirmed
Glacier Peak,321020,United States,USA (Washington),Stratovolcano,48.112°N,121.113°W,3213,,,0,Discredited
"Gloria, La",341097,Mexico,Mexico,Volcanic field,19.33°N,97.25°W,3500,,,0,
Gollu Dag,213003,Turkey,Turkey,Lava dome,38.25°N,34.57°E,2143,,,0,
Goodenough,253041,Papua New Guinea,New Guinea and D'Entrecasteaux Islands,Volcanic field,9.358°S,150.246°E,220,,,0,
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,1,2010,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,1984,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,1980,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,1961,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,1947,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,,1932,0,Uncertain
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,1931,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,1930,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,1929,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,1869,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,,1855,0,Uncertain
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,1832,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,1828,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,,1821,0,Uncertain
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,1750,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,1330,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,1030,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,550,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,250,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,200,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,50,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-350,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,0,-700,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-2000,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-2050,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-2200,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-2250,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-2450,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-2750,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-3450,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,0,-3550,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-3580,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-3900,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-3950,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-4150,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,0,-4300,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-4350,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-4450,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-4500,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-4600,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-4650,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-4700,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-4750,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-4950,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-5150,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-5300,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-5450,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-5500,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-5650,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,3,-5950,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,0,-6050,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,2,-7250,0,Confirmed
Gorely,300070,Russia,Kamchatka Peninsula,Caldera,52.559°N,158.03°E,1799,0,-7400,0,Confirmed
Gorny Institute,300550,Russia,Kamchatka Peninsula,Stratovolcano,57.33°N,160.2°E,2125,,1250,0,Confirmed
Gorny Institute,300550,Russia,Kamchatka Peninsula,Stratovolcano,57.33°N,160.2°E,2125,,1000,0,Confirmed
Gorny Institute,300550,Russia,Kamchatka Peninsula,Stratovolcano,57.33°N,160.2°E,2125,0,-4250,0,Confirmed
Graciosa,382040,Portugal,Azores,Stratovolcano,39.02°N,27.97°W,402,,-1950,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,40,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,10,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-580,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-590,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-620,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-920,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-1010,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-1180,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-1250,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-4630,0,Confirmed
Gran Canaria,383040,Spain,Canary Islands,Fissure vent(s),28°N,15.58°W,1950,,-4670,0,Confirmed
Granada,344101,Nicaragua,Nicaragua,Fissure vent(s),11.9°N,85.979°W,250,,,0,
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,2,2021,1,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,1,2019,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,1,2018,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1987,0,Uncertain
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,2,1974,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,,0,Discredited
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1950,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,1,1949,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1946,0,Uncertain
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,2,1945,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,2,1933,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1904,0,Uncertain
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1829,0,Uncertain
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1828,0,Uncertain
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1792,0,Confirmed
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1784,0,Uncertain
Great Sitkin,311120,United States,Aleutian Islands,Stratovolcano,52.076°N,176.13°W,1740,,1760,0,Uncertain
Griggs,312190,United States,Alaska Peninsula,Stratovolcano,58.354°N,155.092°W,2317,,-1790,0,Confirmed
"Grille, La",233001,Comoros,Indian Ocean (western),Shield,11.47°S,43.33°E,1087,,,0,
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,2,-3500,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,0,-3650,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,0,-3750,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,0,-3900,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,2,-4000,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,0,-4050,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,3,-4270,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,2,-4450,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,0,-4500,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,,-6250,0,Confirmed
Grimsnes,371060,Iceland,Iceland (southwestern),Volcanic field,64.05°N,20.883°W,200,3,-7750,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,4,2011,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,3,2004,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,3,1998,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,3,1996,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1984,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1983,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1972,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1954,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,1,1954,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1948,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1945,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1941,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1939,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,1,1938,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1934,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1934,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,1,1933,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1922,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1919,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1910,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1897,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1891,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1883,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,4,1873,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,1,1867,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1861,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1854,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1838,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1816,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,,0,Discredited
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1794,0,Uncertain
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,4,1783,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1774,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1768,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1753,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1730,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1725,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1716,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1706,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1697,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1684,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1681,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1665,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1659,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1638,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1632,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1629,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1622,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1619,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1610,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1603,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,3,1598,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1530,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1521,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1510,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1509,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1500,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1490,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1471,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1470,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1469,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1450,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1430,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1390,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1370,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1369,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1354,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1350,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1341,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,2,1332,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1310,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1290,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1270,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1230,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1190,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1150,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1090,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1060,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,1010,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,960,0,Confirmed
Grimsvotn,373010,Iceland,Iceland (northeastern),Caldera,64.416°N,17.316°W,1719,,910,0,Confirmed
