Volcano name,Volcano number,Volcano country,Volcano region,Volcano type,Latitude,Longitude,Summit elevation,VEI,Start date,Currently erupting (Y/N),Eruption status
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1991,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1987,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,0,1987,0,Confirmed
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1986,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,2,1986,0,Confirmed
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1976,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,2,1974,0,Confirmed
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,2,1973,0,Confirmed
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1972,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1968,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1968,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1967,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1963,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1962,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1960,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1959,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1958,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1956,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1955,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1954,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1953,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1952,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,,1950,0,Uncertain
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,3,1914,0,Confirmed
Fukutoku-Oka-no-Ba,284130,Japan,"Izu, Volcano, and Mariana Islands",Submarine,24.285°N,141.481°E,-29,3,1904,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,5,1630,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,4,1441,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,3,1430,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,4,1170,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,4,840,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,5,80,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,,-360,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,,-1670,0,Confirmed
Furnas,382100,Portugal,Azores,Stratovolcano,37.77°N,25.32°W,805,,-4570,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,,1933,0,Uncertain
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,3,1854,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,,1742,0,Uncertain
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,3,1250,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,3,-1590,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,1,-1850,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,3,-3150,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,2,-3850,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,1,-4850,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,2,-5250,0,Confirmed
Fuss Peak,290340,Russia,Kuril Islands,Stratovolcano,50.267°N,155.246°E,1742,3,-5340,0,Confirmed
Gabillema,221150,Ethiopia,Africa (northeastern) and Red Sea,Stratovolcano,11.08°N,41.27°E,1459,,,0,
Gada Ale,221050,Ethiopia,Africa (northeastern) and Red Sea,Stratovolcano,13.975°N,40.408°E,287,,,0,
Galapagos Rift,334070,Undersea Features,Pacific Ocean (eastern),Submarine,0.792°N,86.15°W,-2430,0,1996,0,Confirmed
Galapagos Rift,334070,Undersea Features,Pacific Ocean (eastern),Submarine,0.792°N,86.15°W,-2430,0,1972,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,2012,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,,2011,0,Uncertain
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,2010,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,2008,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,2007,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,2005,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,2004,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,1,2002,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,1,2000,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1993,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1990,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1989,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,1,1974,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,,1973,0,Uncertain
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1950,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,,1947,0,Uncertain
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1936,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,,1933,0,Uncertain
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1932,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,,1930,0,Uncertain
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1924,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1923,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1891,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1889,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1865,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,,1836,0,Uncertain
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1834,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1828,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1823,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1796,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,1754,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1670,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1641,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1616,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1580,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,1535,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,890,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,-490,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,-1160,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,2,-2580,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,3,-3150,0,Confirmed
Galeras,351080,Colombia,Colombia,Complex,1.22°N,77.37°W,4276,,-7050,0,Confirmed
Gallego,255062,Solomon Islands,Bougainville and Solomon Islands,Volcanic field,9.35°S,159.73°E,1000,,,0,
Galunggung,263140,Indonesia,Java,Stratovolcano,7.25°S,108.058°E,2168,1,1984,0,Confirmed
Galunggung,263140,Indonesia,Java,Stratovolcano,7.25°S,108.058°E,2168,4,1982,0,Confirmed
Galunggung,263140,Indonesia,Java,Stratovolcano,7.25°S,108.058°E,2168,1,1918,0,Confirmed
Galunggung,263140,Indonesia,Java,Stratovolcano,7.25°S,108.058°E,2168,3,1894,0,Confirmed
Galunggung,263140,Indonesia,Java,Stratovolcano,7.25°S,108.058°E,2168,5,1822,0,Confirmed
Galunggung,263140,Indonesia,Java,Stratovolcano,7.25°S,108.058°E,2168,,850,0,Uncertain
Galunggung,263140,Indonesia,Java,Stratovolcano,7.25°S,108.058°E,2168,5,-2250,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,2018,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,2016,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,2015,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,2014,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,2012,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,2011,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,2008,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,2007,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,2003,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1996,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1994,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1993,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1991,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1990,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1988,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1983,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1980,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1962,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1938,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1933,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1932,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1923,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,1918,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,1911,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1907,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1900,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1898,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,1897,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1896,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,1895,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1884,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1884,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1871,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,,0,Discredited
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1868,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,1868,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1864,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1864,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1864,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1863,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1862,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1860,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1858,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1849,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1847,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1847,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1846,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1845,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1844,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1843,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,1,1842,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1841,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1840,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1839,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1838,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1835,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1833,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1831,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1830,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1821,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,,0,Discredited
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1814,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1812,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1811,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1781,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1775,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1773,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1773,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1771,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1770,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1763,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1739,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1737,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1687,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1686,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1676,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,,0,Discredited
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1659,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1653,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1648,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,,1643,0,Uncertain
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1635,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1608,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1605,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,2,1561,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1538,0,Confirmed
Gamalama,268060,Indonesia,Halmahera,Stratovolcano(es),0.8°N,127.33°E,1715,3,1510,0,Confirmed
Gamchen,300210,Russia,Kamchatka Peninsula,Complex,54.974°N,160.703°E,2539,,-550,0,Confirmed
Gamchen,300210,Russia,Kamchatka Peninsula,Complex,54.974°N,160.703°E,2539,,-1650,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,,2013,0,Uncertain
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,2007,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,1,1987,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,1,1981,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,1952,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,1951,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,1950,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,1949,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,1,1926,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,1917,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,1911,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,2,1885,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,5,1673,0,Confirmed
Gamkonora,268040,Indonesia,Halmahera,Stratovolcano,1.38°N,127.53°E,1635,3,1564,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,,1996,0,Uncertain
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,1,1989,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,1,1987,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,3,1982,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,3,1980,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,2,1952,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,1,1950,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,3,1929,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,,1927,0,Uncertain
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,3,1922,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,2,1873,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,,1828,0,Uncertain
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,2,1792,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,2,1791,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,2,1790,0,Confirmed
Gareloi,311070,United States,Aleutian Islands,Stratovolcano,51.79°N,178.794°W,1573,,1760,0,Uncertain
Garibaldi,320200,Canada,Canada,Stratovolcano,49.85°N,123°W,2678,3,-8060,0,Confirmed
Garibaldi Lake,320190,Canada,Canada,Volcanic field,49.933°N,123°W,2316,,,0,
Garove,252030,Papua New Guinea,New Britain,Stratovolcano,4.687°S,149.511°E,368,,,0,
Garua Harbour,252060,Papua New Guinea,New Britain,Volcanic field,5.3°S,150.07°E,565,,,0,
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,1,2022,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,1,2021,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,1,2011,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,2009,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1982,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,1,1981,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,1,1980,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1977,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1976,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1973,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1971,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1969,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1968,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1967,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1966,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,3,1965,0,Confirmed
Gaua,257020,Vanuatu,Vanuatu,Stratovolcano,14.281°S,167.514°E,729,2,1963,0,Confirmed
